,playerId,nameFirst,nameLast,position,collegeId,Games played,nflId,Player Code,Team Code,Conference Code,NFL Forced Fumbles,NFL Fumble Turnover,NFL Interceptions,NFL Interception Yards,NFL Passing Yards,passAtt,passComp,NFL Passing TDs,NFL Pass Interceptions,NFL Yards per Completion,NFL Receptions,NFL Reception Yards,NFL Fumble on Reception,NFL Rushing Yards,NFL Rushing TDs,NFL Sacks,NFL Sack Yards,NFL Tackles,NCAA Games played,NCAA Yards per Carry,NCAA Rush TDs per Game,NCAA Pass Completion,NCAA Yards per Completion,NCAA Pass TDs per Game,NCAA Reception TDs per Game,NCAA Yards per Reception,NCAA Solo Tackle per Game,NCAA Assisted Tackle per Game,NCAA Tackle for Loss per Game,NCAA Yards per Tackle for Loss,NCAA Sacks per Game,NCAA Yards per Sack,NCAA Forced Fumbles per Game,NCAA Fumbles per Game,NCAA Broken up Pass per Game
287,20120230,Nathan,Stupar,LB,16802.0,33,2533459.0,1010678,539,827,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.33,0.32,4.0,0.11,4.6,0.02,0.0,0.18
288,20120058,Lavonte,David,LB,68588.0,49,2532828.0,1032970,463,25354,0.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-47.0,1078.0,27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.0,0.91,5.06,0.43,8.35,0.11,0.0,0.37
289,20130043,Johnthan,Banks,DB,39762.0,23,2539262.0,1024900,430,911,0.0,0.0,12.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,1.78,0.25,5.39,0.09,8.25,0.11,0.02,0.57
290,20130126,William,Gholston,DE,48824.0,52,2540176.0,1032669,416,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-75.0,360.5,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,2.35,0.88,3.4,0.29,5.6,0.06,0.0,0.38
291,20120211,Scott,Solomon,DE,77005.0,11,2532951.0,1010795,574,24312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-72.0,57.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.58,0.89,4.09,0.5,5.61,0.06,0.0,0.14
292,20110051,Da'Quan,Bowers,DE,29631.0,12,2495475.0,1015972,147,821,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,-27.0,70.5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1.62,1.18,4.87,0.51,7.32,0.05,0.0,0.11
293,20120589,Leonard,Johnson,DB,50011.0,39,2532878.0,1016588,311,25354,0.0,0.0,3.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-28.0,318.5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,1.22,0.16,2.75,0.0,0.0,0.12,0.0,0.52
294,20090070,Michael,Johnson,DE,30332.0,35,2507784.0,85014,255,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-321.0,476.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.5,1.46,5.66,0.75,9.44,0.25,0.0,0.58
295,20100063,Pat,Angerer,LB,52242.0,3,496895.0,81390,312,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-42.0,361.5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,6.08,0.44,3.13,0.08,5.5,0.08,0.0,0.31
296,20110039,Akeem,Ayers,LB,90095.0,28,2495491.0,1008517,110,905,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-141.0,155.5,37,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.51,0.74,4.65,0.35,6.23,0.14,0.0,0.27
297,20140112,DaQuan,Jones,DT,16802.0,49,2543504.0,1033584,539,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-99.0,244.5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.38,0.48,3.55,0.14,6.22,0.0,0.0,0.03
